Year,Category,Energy Carrier,TJ
2010,Energy conversion - various renewable,crude oil,
2010,Energy conversion - various renewable,Extendation of renewable energies,-2000.0
2010,Energy conversion - various renewable,Hydropower,
2010,Energy conversion - gas works,electricity,
2010,Energy conversion - gas works,Petroleum,
2010,Energy conversion - gas works,District heating,
2010,Energy conversion - gas works,gas,0.0
2010,Energy conversion - gas works,Wood energy,
2010,Energy conversion - gas works,Core fuel,
2010,Energy conversion - gas works,Money,
2010,Energy conversion - gas works,Garbage and industrial waste,
2010,Energy conversion - gas works,crude oil,
2010,Energy conversion - gas works,Extendation of renewable energies,
2010,Energy conversion - gas works,Hydropower,
2010,Energy conversion - nuclear power plants,electricity,90740.0
2010,Energy conversion - nuclear power plants,Petroleum,
2010,Energy conversion - nuclear power plants,District heating,1230.0
2010,Energy conversion - nuclear power plants,gas,
2010,Energy conversion - nuclear power plants,Wood energy,
2010,Energy conversion - nuclear power plants,Core fuel,-274960.0
2010,Energy conversion - nuclear power plants,Money,
2010,Energy conversion - nuclear power plants,Garbage and industrial waste,
2010,Energy conversion - nuclear power plants,crude oil,
2010,Energy conversion - nuclear power plants,Extendation of renewable energies,
2010,Energy conversion - nuclear power plants,Hydropower,
2010,Energy conversion - refineries,electricity,
2010,Energy conversion - refineries,Petroleum,192970.0
2010,Energy conversion - refineries,District heating,
2010,Energy conversion - refineries,gas,
2010,Energy conversion - refineries,Wood energy,
2010,Energy conversion - refineries,Core fuel,
2010,Energy conversion - refineries,Money,
2010,Energy conversion - refineries,Garbage and industrial waste,
2010,Energy conversion - refineries,crude oil,-194400.0
2010,Energy conversion - refineries,Extendation of renewable energies,
2010,Energy conversion - refineries,Hydropower,
2010,Energy conversion - hydropower plants,electricity,134820.0
2010,Energy conversion - hydropower plants,Petroleum,
2010,Energy conversion - hydropower plants,District heating,
2010,Energy conversion - hydropower plants,gas,
2010,Energy conversion - hydropower plants,Wood energy,
2010,Energy conversion - hydropower plants,Core fuel,
2010,Energy conversion - hydropower plants,Money,
2010,Energy conversion - hydropower plants,Garbage and industrial waste,
2010,Energy conversion - hydropower plants,crude oil,
2010,Energy conversion - hydropower plants,Extendation of renewable energies,
2010,Energy conversion - hydropower plants,Hydropower,-134820.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,11240.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-530.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,17470.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-9800.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-940.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-44500.0
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
2010,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
2010,export,electricity,-118370.0
2010,export,Petroleum,-17490.0
2010,export,District heating,
2010,export,gas,
2010,export,Wood energy,-600.0
2010,export,Core fuel,
2010,export,Money,0.0
2010,export,Garbage and industrial waste,
2010,export,crude oil,
2010,export,Extendation of renewable energies,0.0
2010,export,Hydropower,
2010,import,electricity,120240.0
2010,import,Petroleum,311890.0
2010,import,District heating,
2010,import,gas,126010.0
2010,import,Wood energy,1190.0
2010,import,Core fuel,274960.0
2010,import,Money,5380.0
2010,import,Garbage and industrial waste,
2010,import,crude oil,194360.0
2010,import,Extendation of renewable energies,170.0
2010,import,Hydropower,
2010,Domestic production,electricity,
2010,Domestic production,Petroleum,
2010,Domestic production,District heating,
2010,Domestic production,gas,0.0
2010,Domestic production,Wood energy,42140.0
2010,Domestic production,Core fuel,
2010,Domestic production,Money,0.0
2010,Domestic production,Garbage and industrial waste,54690.0
2010,Domestic production,crude oil,0.0
2010,Domestic production,Extendation of renewable energies,16130.0
2010,Domestic production,Hydropower,134820.0
2010,Warehouse change,electricity,
2010,Warehouse change,Petroleum,34680.0
2010,Warehouse change,District heating,
2010,Warehouse change,gas,
2010,Warehouse change,Wood energy,
2010,Warehouse change,Core fuel,
2010,Warehouse change,Money,830.0
2010,Warehouse change,Garbage and industrial waste,
2010,Warehouse change,crude oil,40.0
2010,Warehouse change,Extendation of renewable energies,
2010,Warehouse change,Hydropower,
2010,Non -energy consumption,electricity,
2010,Non -energy consumption,Petroleum,-22100.0
2010,Non -energy consumption,District heating,
2010,Non -energy consumption,gas,
2010,Non -energy consumption,Wood energy,
2010,Non -energy consumption,Core fuel,
2010,Non -energy consumption,Money,
2010,Non -energy consumption,Garbage and industrial waste,
2010,Non -energy consumption,crude oil,
2010,Non -energy consumption,Extendation of renewable energies,
2010,Non -energy consumption,Hydropower,
2011,Gross consumption,electricity,9320.0
2011,Gross consumption,Petroleum,295140.0
2011,Gross consumption,District heating,0.0
2011,Gross consumption,gas,111770.0
2011,Gross consumption,Wood energy,38130.0
2011,Gross consumption,Core fuel,278840.0
2011,Gross consumption,Money,5740.0
2011,Gross consumption,Garbage and industrial waste,55510.0
2011,Gross consumption,crude oil,190140.0
2011,Gross consumption,Extendation of renewable energies,16800.0
2011,Gross consumption,Hydropower,121660.0
2011,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-24730.0
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-13010.0
2011,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1490.0
2011,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-190.0
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2011,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2011,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2011,End consumption - services,electricity,62020.0
2011,End consumption - services,Petroleum,37550.0
2011,End consumption - services,District heating,3660.0
2011,End consumption - services,gas,22620.0
2011,End consumption - services,Wood energy,7370.0
2011,End consumption - services,Core fuel,
2011,End consumption - services,Money,0.0
2011,End consumption - services,Garbage and industrial waste,0.0
2011,End consumption - services,crude oil,
2011,End consumption - services,Extendation of renewable energies,2700.0
2011,End consumption - services,Hydropower,
2011,End consumption - households,electricity,64560.0
2011,End consumption - households,Petroleum,87110.0
2011,End consumption - households,District heating,5900.0
2011,End consumption - households,gas,41170.0
2011,End consumption - households,Wood energy,17660.0
2011,End consumption - households,Core fuel,
2011,End consumption - households,Money,300.0
2011,End consumption - households,Garbage and industrial waste,0.0
2011,End consumption - households,crude oil,
2011,End consumption - households,Extendation of renewable energies,9720.0
2011,End consumption - households,Hydropower,
2011,End consumption - industry,electricity,68940.0
2011,End consumption - industry,Petroleum,22940.0
2011,End consumption - industry,District heating,6100.0
2011,End consumption - industry,gas,37340.0
2011,End consumption - industry,Wood energy,9960.0
2011,End consumption - industry,Core fuel,
2011,End consumption - industry,Money,5440.0
2011,End consumption - industry,Garbage and industrial waste,10660.0
2011,End consumption - industry,crude oil,
2011,End consumption - industry,Extendation of renewable energies,1180.0
2011,End consumption - industry,Hydropower,
2011,End consumption - statistical difference including agriculture,electricity,3560.0
2011,End consumption - statistical difference including agriculture,Petroleum,3250.0
2011,End consumption - statistical difference including agriculture,District heating,0.0
2011,End consumption - statistical difference including agriculture,gas,1800.0
2011,End consumption - statistical difference including agriculture,Wood energy,680.0
2011,End consumption - statistical difference including agriculture,Core fuel,
2011,End consumption - statistical difference including agriculture,Money,0.0
2011,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
2011,End consumption - statistical difference including agriculture,crude oil,
2011,End consumption - statistical difference including agriculture,Extendation of renewable energies,150.0
2011,End consumption - statistical difference including agriculture,Hydropower,
2011,End consumption - total,electricity,210960.0
2011,End consumption - total,Petroleum,447440.0
2011,End consumption - total,District heating,15660.0
2011,End consumption - total,gas,104470.0
2011,End consumption - total,Wood energy,35670.0
2011,End consumption - total,Core fuel,0.0
2011,End consumption - total,Money,5740.0
2011,End consumption - total,Garbage and industrial waste,10660.0
2011,End consumption - total,crude oil,0.0
2011,End consumption - total,Extendation of renewable energies,14200.0
2011,End consumption - total,Hydropower,0.0
2011,End consumption - traffic,electricity,11880.0
2011,End consumption - traffic,Petroleum,296590.0
2011,End consumption - traffic,District heating,
2011,End consumption - traffic,gas,1540.0
2011,End consumption - traffic,Wood energy,
2011,End consumption - traffic,Core fuel,
2011,End consumption - traffic,Money,
2011,End consumption - traffic,Garbage and industrial waste,
2011,End consumption - traffic,crude oil,
2011,End consumption - traffic,Extendation of renewable energies,450.0
2011,End consumption - traffic,Hydropower,
2011,Energy conversion - various renewable,electricity,2380.0
2011,Energy conversion - various renewable,Petroleum,
2011,Energy conversion - various renewable,District heating,0.0
2011,Energy conversion - various renewable,gas,290.0
2011,Energy conversion - various renewable,Wood energy,-1380.0
2011,Energy conversion - various renewable,Core fuel,
2011,Energy conversion - various renewable,Money,
2011,Energy conversion - various renewable,Garbage and industrial waste,
2011,Energy conversion - various renewable,crude oil,
2011,Energy conversion - various renewable,Extendation of renewable energies,-2600.0
2011,Energy conversion - various renewable,Hydropower,
2011,Energy conversion - gas works,electricity,
2011,Energy conversion - gas works,Petroleum,
2011,Energy conversion - gas works,District heating,
2011,Energy conversion - gas works,gas,0.0
2011,Energy conversion - gas works,Wood energy,
2011,Energy conversion - gas works,Core fuel,
2011,Energy conversion - gas works,Money,
2011,Energy conversion - gas works,Garbage and industrial waste,
2011,Energy conversion - gas works,crude oil,
2011,Energy conversion - gas works,Extendation of renewable energies,
2011,Energy conversion - gas works,Hydropower,
2011,Energy conversion - nuclear power plants,electricity,92020.0
2011,Energy conversion - nuclear power plants,Petroleum,
2011,Energy conversion - nuclear power plants,District heating,1290.0
2011,Energy conversion - nuclear power plants,gas,
2011,Energy conversion - nuclear power plants,Wood energy,
2011,Energy conversion - nuclear power plants,Core fuel,-278840.0
2011,Energy conversion - nuclear power plants,Money,
2011,Energy conversion - nuclear power plants,Garbage and industrial waste,
2011,Energy conversion - nuclear power plants,crude oil,
2011,Energy conversion - nuclear power plants,Extendation of renewable energies,
2011,Energy conversion - nuclear power plants,Hydropower,
2011,Energy conversion - refineries,electricity,
2011,Energy conversion - refineries,Petroleum,188670.0
2011,Energy conversion - refineries,District heating,
2011,Energy conversion - refineries,gas,
2011,Energy conversion - refineries,Wood energy,
2011,Energy conversion - refineries,Core fuel,
2011,Energy conversion - refineries,Money,
2011,Energy conversion - refineries,Garbage and industrial waste,
2011,Energy conversion - refineries,crude oil,-190140.0
2011,Energy conversion - refineries,Extendation of renewable energies,
2011,Energy conversion - refineries,Hydropower,
2011,Energy conversion - hydropower plants,electricity,121660.0
2011,Energy conversion - hydropower plants,Petroleum,
2011,Energy conversion - hydropower plants,District heating,
2011,Energy conversion - hydropower plants,gas,
2011,Energy conversion - hydropower plants,Wood energy,
2011,Energy conversion - hydropower plants,Core fuel,
2011,Energy conversion - hydropower plants,Money,
2011,Energy conversion - hydropower plants,Garbage and industrial waste,
2011,Energy conversion - hydropower plants,crude oil,
2011,Energy conversion - hydropower plants,Extendation of renewable energies,
2011,Energy conversion - hydropower plants,Hydropower,-121660.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,10310.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-410.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,15860.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-7400.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-1080.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-44850.0
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
2011,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
2011,export,electricity,-116050.0
2011,export,Petroleum,-18790.0
2011,export,District heating,
2011,export,gas,
2011,export,Wood energy,-300.0
2011,export,Core fuel,
2011,export,Money,0.0
2011,export,Garbage and industrial waste,
2011,export,crude oil,
2011,export,Extendation of renewable energies,0.0
2011,export,Hydropower,
2011,import,electricity,125370.0
2011,import,Petroleum,299960.0
2011,import,District heating,
2011,import,gas,111770.0
2011,import,Wood energy,1250.0
2011,import,Core fuel,278840.0
2011,import,Money,4750.0
2011,import,Garbage and industrial waste,
2011,import,crude oil,190620.0
2011,import,Extendation of renewable energies,190.0
2011,import,Hydropower,
2011,Domestic production,electricity,
2011,Domestic production,Petroleum,
2011,Domestic production,District heating,
2011,Domestic production,gas,0.0
2011,Domestic production,Wood energy,37180.0
2011,Domestic production,Core fuel,
2011,Domestic production,Money,0.0
2011,Domestic production,Garbage and industrial waste,55510.0
2011,Domestic production,crude oil,0.0
2011,Domestic production,Extendation of renewable energies,16610.0
2011,Domestic production,Hydropower,121660.0
2011,Warehouse change,electricity,
2011,Warehouse change,Petroleum,13970.0
2011,Warehouse change,District heating,
2011,Warehouse change,gas,
2011,Warehouse change,Wood energy,
2011,Warehouse change,Core fuel,
2011,Warehouse change,Money,990.0
2011,Warehouse change,Garbage and industrial waste,
2011,Warehouse change,crude oil,-480.0
2011,Warehouse change,Extendation of renewable energies,
2011,Warehouse change,Hydropower,
2011,Non -energy consumption,electricity,
2011,Non -energy consumption,Petroleum,-22950.0
2011,Non -energy consumption,District heating,
2011,Non -energy consumption,gas,
2011,Non -energy consumption,Wood energy,
2011,Non -energy consumption,Core fuel,
2011,Non -energy consumption,Money,
2011,Non -energy consumption,Garbage and industrial waste,
2011,Non -energy consumption,crude oil,
2011,Non -energy consumption,Extendation of renewable energies,
2011,Non -energy consumption,Hydropower,
2012,Gross consumption,electricity,-7920.0
2012,Gross consumption,Petroleum,346780.0
2012,Gross consumption,District heating,0.0
2012,Gross consumption,gas,122520.0
2012,Gross consumption,Wood energy,42920.0
2012,Gross consumption,Core fuel,265580.0
2012,Gross consumption,Money,5170.0
2012,Gross consumption,Garbage and industrial waste,56730.0
2012,Gross consumption,crude oil,147490.0
2012,Gross consumption,Extendation of renewable energies,19680.0
2012,Gross consumption,Hydropower,143660.0
2012,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-24650.0
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-11140.0
2012,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1490.0
2012,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-170.0
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2012,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2012,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2012,End consumption - services,electricity,62460.0
2012,End consumption - services,Petroleum,40360.0
2012,End consumption - services,District heating,3720.0
2012,End consumption - services,gas,25950.0
2012,End consumption - services,Wood energy,8590.0
2012,End consumption - services,Core fuel,
2012,End consumption - services,Money,0.0
2012,End consumption - services,Garbage and industrial waste,0.0
2012,End consumption - services,crude oil,
2012,End consumption - services,Extendation of renewable energies,2930.0
2012,End consumption - services,Hydropower,
2012,End consumption - households,electricity,65950.0
2012,End consumption - households,Petroleum,94230.0
2012,End consumption - households,District heating,6340.0
2012,End consumption - households,gas,47310.0
2012,End consumption - households,Wood energy,19440.0
2012,End consumption - households,Core fuel,
2012,End consumption - households,Money,300.0
2012,End consumption - households,Garbage and industrial waste,0.0
2012,End consumption - households,crude oil,
2012,End consumption - households,Extendation of renewable energies,11310.0
2012,End consumption - households,Hydropower,
2012,End consumption - industry,electricity,68310.0
2012,End consumption - industry,Petroleum,23220.0
2012,End consumption - industry,District heating,6590.0
2012,End consumption - industry,gas,38370.0
2012,End consumption - industry,Wood energy,10660.0
2012,End consumption - industry,Core fuel,
2012,End consumption - industry,Money,4870.0
2012,End consumption - industry,Garbage and industrial waste,10800.0
2012,End consumption - industry,crude oil,
2012,End consumption - industry,Extendation of renewable energies,1370.0
2012,End consumption - industry,Hydropower,
2012,End consumption - statistical difference including agriculture,electricity,3540.0
2012,End consumption - statistical difference including agriculture,Petroleum,3320.0
2012,End consumption - statistical difference including agriculture,District heating,0.0
2012,End consumption - statistical difference including agriculture,gas,1460.0
2012,End consumption - statistical difference including agriculture,Wood energy,780.0
2012,End consumption - statistical difference including agriculture,Core fuel,
2012,End consumption - statistical difference including agriculture,Money,0.0
2012,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
2012,End consumption - statistical difference including agriculture,crude oil,
2012,End consumption - statistical difference including agriculture,Extendation of renewable energies,180.0
2012,End consumption - statistical difference including agriculture,Hydropower,
2012,End consumption - total,electricity,212300.0
2012,End consumption - total,Petroleum,460980.0
2012,End consumption - total,District heating,16650.0
2012,End consumption - total,gas,114580.0
2012,End consumption - total,Wood energy,39470.0
2012,End consumption - total,Core fuel,0.0
2012,End consumption - total,Money,5170.0
2012,End consumption - total,Garbage and industrial waste,10800.0
2012,End consumption - total,crude oil,0.0
2012,End consumption - total,Extendation of renewable energies,16310.0
2012,End consumption - total,Hydropower,0.0
2012,End consumption - traffic,electricity,12040.0
2012,End consumption - traffic,Petroleum,299850.0
2012,End consumption - traffic,District heating,
2012,End consumption - traffic,gas,1490.0
2012,End consumption - traffic,Wood energy,
2012,End consumption - traffic,Core fuel,
2012,End consumption - traffic,Money,
2012,End consumption - traffic,Garbage and industrial waste,
2012,End consumption - traffic,crude oil,
2012,End consumption - traffic,Extendation of renewable energies,520.0
2012,End consumption - traffic,Hydropower,
2012,Energy conversion - various renewable,electricity,3240.0
2012,Energy conversion - various renewable,Petroleum,
2012,Energy conversion - various renewable,District heating,0.0
2012,Energy conversion - various renewable,gas,320.0
2012,Energy conversion - various renewable,Wood energy,-1880.0
2012,Energy conversion - various renewable,Core fuel,
2012,Energy conversion - various renewable,Money,
2012,Energy conversion - various renewable,Garbage and industrial waste,
2012,Energy conversion - various renewable,crude oil,
2012,Energy conversion - various renewable,Extendation of renewable energies,-3370.0
2012,Energy conversion - various renewable,Hydropower,
2012,Energy conversion - gas works,electricity,
2012,Energy conversion - gas works,Petroleum,
2012,Energy conversion - gas works,District heating,
2012,Energy conversion - gas works,gas,0.0
2012,Energy conversion - gas works,Wood energy,
2012,Energy conversion - gas works,Core fuel,
2012,Energy conversion - gas works,Money,
2012,Energy conversion - gas works,Garbage and industrial waste,
2012,Energy conversion - gas works,crude oil,
2012,Energy conversion - gas works,Extendation of renewable energies,
2012,Energy conversion - gas works,Hydropower,
2012,Energy conversion - nuclear power plants,electricity,87640.0
2012,Energy conversion - nuclear power plants,Petroleum,
2012,Energy conversion - nuclear power plants,District heating,1370.0
2012,Energy conversion - nuclear power plants,gas,
2012,Energy conversion - nuclear power plants,Wood energy,
2012,Energy conversion - nuclear power plants,Core fuel,-265580.0
2012,Energy conversion - nuclear power plants,Money,
2012,Energy conversion - nuclear power plants,Garbage and industrial waste,
2012,Energy conversion - nuclear power plants,crude oil,
2012,Energy conversion - nuclear power plants,Extendation of renewable energies,
2012,Energy conversion - nuclear power plants,Hydropower,
2012,Energy conversion - refineries,electricity,
2012,Energy conversion - refineries,Petroleum,146190.0
2012,Energy conversion - refineries,District heating,
2012,Energy conversion - refineries,gas,
2012,Energy conversion - refineries,Wood energy,
2012,Energy conversion - refineries,Core fuel,
2012,Energy conversion - refineries,Money,
2012,Energy conversion - refineries,Garbage and industrial waste,
2012,Energy conversion - refineries,crude oil,-147490.0
2012,Energy conversion - refineries,Extendation of renewable energies,
2012,Energy conversion - refineries,Hydropower,
2012,Energy conversion - hydropower plants,electricity,143660.0
2012,Energy conversion - hydropower plants,Petroleum,
2012,Energy conversion - hydropower plants,District heating,
2012,Energy conversion - hydropower plants,gas,
2012,Energy conversion - hydropower plants,Wood energy,
2012,Energy conversion - hydropower plants,Core fuel,
2012,Energy conversion - hydropower plants,Money,
2012,Energy conversion - hydropower plants,Garbage and industrial waste,
2012,Energy conversion - hydropower plants,crude oil,
2012,Energy conversion - hydropower plants,Extendation of renewable energies,
2012,Energy conversion - hydropower plants,Hydropower,-143660.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,10330.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-800.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,16770.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-8090.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-1570.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-45930.0
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
2012,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
2012,export,electricity,-121500.0
2012,export,Petroleum,-13210.0
2012,export,District heating,
2012,export,gas,
2012,export,Wood energy,-300.0
2012,export,Core fuel,
2012,export,Money,0.0
2012,export,Garbage and industrial waste,
2012,export,crude oil,
2012,export,Extendation of renewable energies,0.0
2012,export,Hydropower,
2012,import,electricity,113580.0
2012,import,Petroleum,352840.0
2012,import,District heating,
2012,import,gas,122520.0
2012,import,Wood energy,1180.0
2012,import,Core fuel,265580.0
2012,import,Money,5390.0
2012,import,Garbage and industrial waste,
2012,import,crude oil,147580.0
2012,import,Extendation of renewable energies,250.0
2012,import,Hydropower,
2012,Domestic production,electricity,
2012,Domestic production,Petroleum,
2012,Domestic production,District heating,
2012,Domestic production,gas,0.0
2012,Domestic production,Wood energy,42040.0
2012,Domestic production,Core fuel,
2012,Domestic production,Money,0.0
2012,Domestic production,Garbage and industrial waste,56730.0
2012,Domestic production,crude oil,0.0
2012,Domestic production,Extendation of renewable energies,19430.0
2012,Domestic production,Hydropower,143660.0
2012,Warehouse change,electricity,
2012,Warehouse change,Petroleum,7150.0
2012,Warehouse change,District heating,
2012,Warehouse change,gas,
2012,Warehouse change,Wood energy,
2012,Warehouse change,Core fuel,
2012,Warehouse change,Money,-220.0
2012,Warehouse change,Garbage and industrial waste,
2012,Warehouse change,crude oil,-90.0
2012,Warehouse change,Extendation of renewable energies,
2012,Warehouse change,Hydropower,
2012,Non -energy consumption,electricity,
2012,Non -energy consumption,Petroleum,-20050.0
2012,Non -energy consumption,District heating,
2012,Non -energy consumption,gas,
2012,Non -energy consumption,Wood energy,
2012,Non -energy consumption,Core fuel,
2012,Non -energy consumption,Money,
2012,Non -energy consumption,Garbage and industrial waste,
2012,Non -energy consumption,crude oil,
2012,Non -energy consumption,Extendation of renewable energies,
2012,Non -energy consumption,Hydropower,
2013,Gross consumption,electricity,-8620.0
2013,Gross consumption,Petroleum,292530.0
2013,Gross consumption,District heating,0.0
2013,Gross consumption,gas,129030.0
2013,Gross consumption,Wood energy,47320.0
2013,Gross consumption,Core fuel,271320.0
2013,Gross consumption,Money,5570.0
2013,Gross consumption,Garbage and industrial waste,55160.0
2013,Gross consumption,crude oil,211350.0
2013,Gross consumption,Extendation of renewable energies,22280.0
2013,Gross consumption,Hydropower,142460.0
2013,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-23740.0
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-13780.0
2013,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1800.0
2013,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-180.0
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2013,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2013,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2013,End consumption - services,electricity,62900.0
2013,End consumption - services,Petroleum,42670.0
2013,End consumption - services,District heating,4320.0
2013,End consumption - services,gas,27970.0
2013,End consumption - services,Wood energy,9910.0
2013,End consumption - services,Core fuel,
2013,End consumption - services,Money,0.0
2013,End consumption - services,Garbage and industrial waste,0.0
2013,End consumption - services,crude oil,
2013,End consumption - services,Extendation of renewable energies,3100.0
2013,End consumption - services,Hydropower,
2013,End consumption - households,electricity,67540.0
2013,End consumption - households,Petroleum,99510.0
2013,End consumption - households,District heating,7150.0
2013,End consumption - households,gas,51230.0
2013,End consumption - households,Wood energy,21230.0
2013,End consumption - households,Core fuel,
2013,End consumption - households,Money,300.0
2013,End consumption - households,Garbage and industrial waste,0.0
2013,End consumption - households,crude oil,
2013,End consumption - households,Extendation of renewable energies,12620.0
2013,End consumption - households,Hydropower,
2013,End consumption - industry,electricity,67370.0
2013,End consumption - industry,Petroleum,22730.0
2013,End consumption - industry,District heating,6110.0
2013,End consumption - industry,gas,39710.0
2013,End consumption - industry,Wood energy,11490.0
2013,End consumption - industry,Core fuel,
2013,End consumption - industry,Money,5270.0
2013,End consumption - industry,Garbage and industrial waste,10950.0
2013,End consumption - industry,crude oil,
2013,End consumption - industry,Extendation of renewable energies,1480.0
2013,End consumption - industry,Hydropower,
2013,End consumption - statistical difference including agriculture,electricity,3570.0
2013,End consumption - statistical difference including agriculture,Petroleum,3550.0
2013,End consumption - statistical difference including agriculture,District heating,0.0
2013,End consumption - statistical difference including agriculture,gas,1010.0
2013,End consumption - statistical difference including agriculture,Wood energy,870.0
2013,End consumption - statistical difference including agriculture,Core fuel,
2013,End consumption - statistical difference including agriculture,Money,0.0
2013,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
2013,End consumption - statistical difference including agriculture,crude oil,
2013,End consumption - statistical difference including agriculture,Extendation of renewable energies,210.0
2013,End consumption - statistical difference including agriculture,Hydropower,
2013,End consumption - total,electricity,213560.0
2013,End consumption - total,Petroleum,468230.0
2013,End consumption - total,District heating,17580.0
2013,End consumption - total,gas,121030.0
2013,End consumption - total,Wood energy,43500.0
2013,End consumption - total,Core fuel,0.0
2013,End consumption - total,Money,5570.0
2013,End consumption - total,Garbage and industrial waste,10950.0
2013,End consumption - total,crude oil,0.0
2013,End consumption - total,Extendation of renewable energies,17890.0
2013,End consumption - total,Hydropower,0.0
2013,End consumption - traffic,electricity,12180.0
2013,End consumption - traffic,Petroleum,299770.0
2013,End consumption - traffic,District heating,
2013,End consumption - traffic,gas,1110.0
2013,End consumption - traffic,Wood energy,
2013,End consumption - traffic,Core fuel,
2013,End consumption - traffic,Money,
2013,End consumption - traffic,Garbage and industrial waste,
2013,End consumption - traffic,crude oil,
2013,End consumption - traffic,Extendation of renewable energies,480.0
2013,End consumption - traffic,Hydropower,
2013,Energy conversion - various renewable,electricity,4130.0
2013,Energy conversion - various renewable,Petroleum,
2013,Energy conversion - various renewable,District heating,0.0
